,sent,id,tid,airline,rtag,tweet
184,1,77443,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue That's it. I give up i tried for over 2 hrs. You've totally ruined my day. Back to depressing NYC cold
185,1,77444,5.58E+17,United,lW?u8x48>Tha,@united it was checked thru to Boise and not put on my 7:55 am flight.  The delay is directly related to the baggage handling in Denver.
186,0,77445,5.58E+17,American,lW?u8x48>Tha,"Priority boarding, row to myself, charger at the seat... Not a bad @AmericanAir flight from the big D to LGA. #limoliquor"
187,1,77446,5.58E+17,JetBlue,lW?u8x48>Tha,@Jetblue I just bought a ticket from JFK to LAX for $63.00.  Oh wait I didn't because your server isn't working!!  Good use of my day.
188,1,77447,5.58E+17,JetBlue,lW?u8x48>Tha,"Tried to book those $32 @JetBlue flights, had the site crash 47 times, lost my mind and booked hassle-free on @VirginAmerica instead."
189,1,77448,5.58E+17,VirginAmerica,lW?u8x48>Tha,"Tried to book those $32 @JetBlue flights, had the site crash 47 times, lost my mind and booked hassle-free on @VirginAmerica instead."
190,1,77450,5.58E+17,United,lW?u8x48>Tha,@SarahSnitch urgh! @united broke my suitcase when I was coming home from Disney ): Hope you get yours soon!
191,1,77451,5.58E+17,United,lW?u8x48>Tha,"@united delayed due to ""awaiting aircraft""? Umm...no, I'm sitting on it. Yest I was denied being able to BUY a first class ticket, now this?"
192,0,77452,5.58E+17,JetBlue,lW?u8x48>Tha,How did I miss this $32 flights from @JetBlue smh all the good destinations already sold out
193,1,77453,5.58E+17,JetBlue,lW?u8x48>Tha,"After being kicked off @JetBlue website for almost 2 hours , I will not be coming to NYC next week, but hopefully very soon! #BreakTheIce"
194,1,77454,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue it's too bad the only think #BreakTheIce broke was your site.
195,1,77455,5.58E+17,JetBlue,lW?u8x48>Tha,I had a $32 flight to SFO in my checkout from @JetBlue and lost it due to website server errors ðŸ˜“ #longdistancerelationshipproblems
196,1,77456,5.58E+17,United,lW?u8x48>Tha,Shame on you @United  A customer service rep updated my new last name on my honeymoon res and I lost my seat. #silverstatus  #doyoucare?
197,1,77457,5.58E+17,JetBlue,lW?u8x48>Tha,@sridinats @JetBlue i'm having the same issue. i've filled it out three times getting to the credit card screen only to jump back to search.
198,1,77458,5.58E+17,United,lW?u8x48>Tha,@united My point is that the plane had 5 hours of downtime - so why wasn't the mechanical problem identified earlier?
199,1,77459,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue i've been trying to book for over an hour now but keep getting kicked out at various points along the way : (
200,1,77460,5.58E+17,JetBlue,lW?u8x48>Tha,"Kicked out of THREE @JetBlue checkouts just now as a part of their sale. Never flown with them, probably never will."
201,0,77461,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue are u extending the booking deadline past 4pm due to tech issues?
202,1,77462,5.58E+17,JetBlue,lW?u8x48>Tha,Another classic @JetBlue screw up! Offer a sale that crashes your system so no one can book! #fail
203,1,77463,5.58E+17,JetBlue,lW?u8x48>Tha,FUCK THIS @JETBLUE
204,0,77464,5.58E+17,Delta,lW?u8x48>Tha,@DeltaAssist Hi Delta!  I received a pre-boarding invite for Confirm #G7CVEX but I never booked a flight for that date.  Can I get help?
205,1,77465,5.58E+17,JetBlue,lW?u8x48>Tha,ahh @JetBlue this NYC #breaktheice is KILLING ME.
206,1,77467,5.58E+17,JetBlue,lW?u8x48>Tha,Fucking @Jetblue got me &amp; angel ready to dip w those $32 tickets 😩
207,1,77468,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue your website is down and your customer service line hung up on me. Absolutely horrible service. How am I supposed to book travel ??
208,1,77469,5.58E+17,JetBlue,lW?u8x48>Tha,@airfarewatchdog @Jetblue I tried so many times but the JB site sucked ass
209,1,77470,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue i'm trying to book but your website is killing me!!!!
210,1,77471,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue site not working you guys are very unfair u put stuff out
211,1,77472,5.58E+17,JetBlue,lW?u8x48>Tha,I am the only person having issues signing into the @JetBlue website?
212,1,77473,5.58E+17,JetBlue,lW?u8x48>Tha,@jetblue sucks.  Sale is a fraud. What did you only have 2 seats avail? Over you. @VirginAmerica for me!
213,1,77474,5.58E+17,VirginAmerica,lW?u8x48>Tha,@jetblue sucks.  Sale is a fraud. What did you only have 2 seats avail? Over you. @VirginAmerica for me!
214,1,77475,5.58E+17,United,lW?u8x48>Tha,"@jaysonstreet Shit like this is why I *never* fly @united. Also, there are far more economical alternatives that treat you better."
215,1,77476,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue I think you just broke the internet
216,1,77477,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue You should have called it #wasteyourtime instead of #breaktheice Worst experience possible. On the phone and website
217,1,77478,5.58E+17,JetBlue,lW?u8x48>Tha,Exactly I just gave up some BS RT @FoxxFiles: What ðŸ‘ Is ðŸ‘ With ðŸ‘ Your ðŸ‘ FUCKING WEBSITE @JetBlue?!?!??!!
218,1,77479,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue broke the internet today
219,1,77480,5.58E+17,AlaskaAir,lW?u8x48>Tha,Really disappointed in @AlaskaAir for making me pay to cancel my flight tomorrow due to my medical emergency. Not cool.
220,1,77481,5.58E+17,JetBlue,lW?u8x48>Tha,@mrzwiggy @JetBlue that's me right now. Be kicked out of site 10 as I'm confirming tickets. Not a fan of JetBlue any more
221,1,77482,5.58E+17,JetBlue,lW?u8x48>Tha,"@JetBlue Your site's performance is KILLING me. I've attempted to checkout three times, and I'm about to lose my fare again."
222,1,77483,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue I'd really love to book a flight with y'all but the site is killing me today.
223,1,77484,5.58E+17,JetBlue,lW?u8x48>Tha,. @JetBlue should be giving me a free flight after the bullshit I went through a few weeks ago.
224,1,77485,5.58E+17,American,lW?u8x48>Tha,".@AmericanAir ""Oversold"" flight left me stranded in Denver for the night even though I paid full price for a seat! #disappointed"
225,0,77486,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue I need to get a ticket-can I get a discount code because of the wait lag?
226,1,77487,5.58E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir LAX express bag drop is a cruel joke. My bags are late because everyone disappeared to leave one hard worker.
227,1,77488,5.58E+17,JetBlue,lW?u8x48>Tha,#BreakTheIce broke @JetBlue
228,1,77489,5.58E+17,JetBlue,lW?u8x48>Tha,@raiiney_gurl @JaySlivs @JetBlue its all @Joaqsworld fault for #breakingtheinternet
229,1,77490,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue I've called 5 times and every time it kicks me off the phone. Been trying the site for an hour. Any other suggestions??
230,1,77491,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue website crashes and can't get through on the phone... #fail #prfail
231,1,77492,5.58E+17,JetBlue,lW?u8x48>Tha,.@JetBlue if i succeed in booking this flight kinda seems like i'll be paying in years taken off my life. fix your shit!
232,1,77493,5.58E+17,JetBlue,lW?u8x48>Tha,"Well, I wanted to #breaktheice with @jetblue but that's not happening since the #website is broke down. I'm still in #freezinghell"
233,1,77494,5.58E+17,JetBlue,lW?u8x48>Tha,Totally just wasted a few hours trying to secure a $32 flight. Thanks @JetBlue! #breaktheice #wasteoftime
234,1,77495,5.58E+17,JetBlue,lW?u8x48>Tha,"@JetBlue You guys are having some serious server issues at the moment, huh?"
235,1,77496,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue your website is killing me! Can't log in &amp; can't buy tickets to the Bahamas :( #BreakTheIce #breakyoursite http://t.co/zl0bxzVVpY
236,1,77497,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue I tried calling you guys several times since the website is not working and the operator keeps saying to try again and hanging up
237,1,77498,5.58E+17,JetBlue,lW?u8x48>Tha,"@JetBlue I'm trying to book a flight, when I get to the seat selection page it keeps kicking me back to the flight search screen."
238,0,77500,5.58E+17,JetBlue,lW?u8x48>Tha,Kinda tight I missed that @JetBlue sale.
239,1,77501,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue is there an issue with #jetblue site? It keeps crashing on me while trying to book
240,0,77502,5.58E+17,JetBlue,lW?u8x48>Tha,Did everyone else also miss the big $32 fare promotion from @JetBlue?! #REGRETS
241,1,77503,5.58E+17,JetBlue,lW?u8x48>Tha,Seriously bummed out about the @JetBlue promotion. Wasted two hours of my day trying to get on the phone/work the site for nothing.
242,1,77504,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue you suck! Fix your website if your gonna have a crazy sale like that #justwannaseemyfamily #hidelta
243,1,77506,5.58E+17,JetBlue,lW?u8x48>Tha,Just wasted a lot of time on @jetblue's website.
244,1,77507,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue was awful today. Tried booking flights for approx. 2 hours. Sat on hold for 45 mins and was hung up on &amp; website crashed over&amp;over
245,1,77508,5.58E+17,JetBlue,lW?u8x48>Tha,"@JetBlue  You've always been my goto airline, but are you doing some site testing at our expense? The contact info form never goes through."
246,1,77510,5.58E+17,JetBlue,lW?u8x48>Tha,So much for #BreakTheIce with @JetBlue they just kicked me out of ordering tickets both online and on the phone to visit my dying grandma
247,1,77511,5.58E+17,JetBlue,lW?u8x48>Tha,Fuck you @JetBlue how you gonna kick me out in the middle of my purchase and now tell me the promotion is over. HOWWWWWW!!!!  ðŸ˜¡ðŸ˜¡ðŸ˜¡
248,1,77513,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue this isn't the first time your website crashed from a promotion. Wasted 2 hours trying to book #GetYourActTogether
249,0,77514,5.58E+17,JetBlue,lW?u8x48>Tha,"May have missed the #BreakTheIce sale, but props to @JetBlue for such a cool promotion!"
250,1,77515,5.58E+17,JetBlue,lW?u8x48>Tha,.@JetBlue waited on phone for 40 min &amp; even submitted my CC info online for a booking &amp; then booted off purchase. Very frustrated.
251,1,77516,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue I went on the site to get the special fare and your site said it closed when the advertisement was until 4pm EST. Disappointed
252,1,77517,5.58E+17,Delta,lW?u8x48>Tha,Going from a brand new @Delta airplane with all the bells and whistles to an older one with none is sad @DeltaAssist. #ReverseOrderPlz :-(
253,0,77518,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue I'm on hold. Is it even worth staying on the line at this point?
254,0,77519,5.58E+17,JetBlue,lW?u8x48>Tha,Hey @JetBlue ...I'm devastated I missed out on the $32 NYC tickets lol...will there be more cities to come?
255,1,77520,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue frustrated ... ive been trying to book a flight for the past almost 5 hours !!!!!
256,1,77521,5.58E+17,Delta,lW?u8x48>Tha,"@DeltaAssist claim filed, complaint sent, but the compensation was inadequate, since then I've received no responses!"
257,1,77522,5.58E+17,JetBlue,lW?u8x48>Tha,.@JetBlue I was on seat selection before getting kicked out of my session. Please honor the flight I selected. http://t.co/52ILCefX6R
258,1,77523,5.58E+17,JetBlue,lW?u8x48>Tha,"@JetBlue #BreakTheIce is BS.  All services were down and I had horrible customer service.  Very, very disappointed."
259,1,77524,5.58E+17,American,lW?u8x48>Tha,@AmericanAir flight 1038 from Phoenix to Toronto.  No wifi and my seat entertainment didn't work the whole flight.   2a. Please fix
260,1,77525,5.58E+17,JetBlue,lW?u8x48>Tha,"@JetBlue Thank you for having me go to checkout, select my seats, enter in all my information, and than crash. HORRIBLE SERVICE."
261,0,77527,5.58E+17,JetBlue,lW?u8x48>Tha,Super bummed that I missed out on the @JetBlue $64 RT deal to LA! Wasn't on Twitter when it went live b/c of work. 😤 Want to visit grandma.
262,1,77528,5.58E+17,JetBlue,lW?u8x48>Tha,@FoodosaurusRex @RocketCityRun @JetBlue I hate that!! I had that issue with another company (since forgot who) where it just disconnects!
263,1,77529,5.58E+17,American,lW?u8x48>Tha,Oh @AmericanAir ...in one week you broke ALL the wheels off of my @Tumitravel and AND the strap off of Cody's 👍 http://t.co/pi5hx2VKwB
264,0,77530,5.58E+17,American,lW?u8x48>Tha,@AmericanAir is there a numer I can call due an invoice issue in México?
265,1,77531,5.58E+17,United,lW?u8x48>Tha,@united still have not resolved my Premier Platinum Status.  1k for 10yrs &amp; 1.5M actual flight miles.  Missed qual by $500.  Please fix ASAP
266,1,77532,5.58E+17,United,lW?u8x48>Tha,"@United utilities #fracking#PNR#lies you said the location of the pipeline to fracking site was ""unfortunate"" coincidence. #lies"
267,1,77533,5.58E+17,JetBlue,lW?u8x48>Tha,"@JetBlue lol, yeah, no kidding, too bad I couldn't get your site to pull up destinations  :P  #internetsdown"
268,1,77534,5.58E+17,American,lW?u8x48>Tha,@RealEdenWWE @AmericanAir I hope you are paying for their luggage damage!
269,1,77535,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue I entered in cc info and I never got a confirmation-redirected to home page. Did  it go thru? First exp with @JetBlue #nobueno
270,0,77536,5.58E+17,JetBlue,lW?u8x48>Tha,wahhhh how did I miss @JetBlue #BreakTheIce promotion! #itsokayimbroke #butstill
271,1,77537,5.58E+17,JetBlue,lW?u8x48>Tha,"Wasted 2 hours trying to book something on @jetblue #jetblue #BreakTheIce ! Every time I selected the seats, it kicked me out! #frustrated"
272,0,77538,5.58E+17,JetBlue,lW?u8x48>Tha,Last minute flight to Florida?! Can't wait for Saturday. good thing for miles. Thanks #jetblue #BreakTheIce #fofree @JetBlue
273,1,77539,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue Been trying to get onto your site all day.  Constantly going down.  Very disappointed.
274,1,77540,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue letting me pick out my seats only to then say the website can't handle it (for 2HRs!) is ridiculous! #BreakTheIce  #breakmyheart ðŸ˜ ðŸ˜ 
275,0,77541,5.58E+17,JetBlue,lW?u8x48>Tha,"Missed the @JetBlue #BreakTheIce $32 sale? Our members didn't! For a limited time, get a free month of http://t.co/vSX7dptNXr Airfare deals"
276,1,77542,5.58E+17,JetBlue,lW?u8x48>Tha,"@JetBlue #jetblue TY for wasting two hours of my life going through payment process 8 times and still getting no ticket, great promotion!"
277,0,77543,5.58E+17,JetBlue,lW?u8x48>Tha,"Missed out on the @JetBlue deal but these red velvet @Oreo things are pretty good, so."
278,1,77544,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue been kicked off your site 3 times while in the process of purchasing a non-sale fare.  :(
279,1,77545,5.58E+17,Delta,lW?u8x48>Tha,@DeltaAssist He was even worse. Berated me in front of passengers &amp; my kids as I apologized until I burst in to tears. #humiliation
280,0,77546,5.58E+17,JetBlue,lW?u8x48>Tha,"Wow there are some INSANE @JetBlue fares today to select cities, mainly from NYC"
281,1,77547,5.58E+17,VirginAmerica,lW?u8x48>Tha,"As I've ramped my travel back up, I can only say I can't wait for @VirginAmerica to get their asses to Denver!"
282,1,77548,5.58E+17,JetBlue,lW?u8x48>Tha,"@JetBlue TWO HOURS trying to book even entering info and then it would crash. I was relentless, sat on hold for 2 hours just to be told NO."
283,1,77549,5.58E+17,United,lW?u8x48>Tha,On hold with @united Airline for 40 minutes and really beginning to hate Gershwin.
284,1,77550,5.58E+17,American,lW?u8x48>Tha,@AmericanAir what do I need to do to get a direct response from customer relations? Complaints not addressed #brokenpromises
285,1,77552,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue #breaktheice is actually #breakingthesite. I continue to get an error message when i try to book. Any help? I'd hate to miss out.
286,1,77553,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue Kinda hateful to run a fare sale from frozen tundra of NYC to sunny &amp; 70s LA on ur broken website &amp; app. Thx anyway @williemackin
287,1,77554,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue I've been trying to book a flight since 11am - having an awful time with the site. Any idea when the tech issues will be fixed? :(
288,1,77555,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue Been on hold for 2 hours my tickets got cancelled you guys officially suckðŸ˜‘
289,1,77556,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue Wanted to get a $32 ticket to San Fran but they ended the sale 25 minutes early!! #rude #liars
290,1,77557,5.58E+17,JetBlue,lW?u8x48>Tha,@PrimandPropah @JetBlue JetBlue is killing me having its schedule only out until September! I guess these are #firstworldproblems huh?
291,1,77558,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue can you help with issues?
292,1,77559,5.58E+17,JetBlue,lW?u8x48>Tha,Fuck you @JetBlue
293,1,77560,5.58E+17,United,lW?u8x48>Tha,Ugh. As if I needed another reason to hate @united . @United’s right-wing in-flight TV: http://t.co/hqw3daqgN5 http://t.co/WcP1R0Bv9t.
294,0,77561,5.58E+17,JetBlue,lW?u8x48>Tha,@JetBlue Had major problems getting thru on the web but finally go it to work on my phone. First time I've booked using the app #BreakTheIce
